test.fold,fold.type,out.name,loss,val_loss,epoch
1,Lon,diffus,9606.15234375,10.8104038238525,1
1,Lon,diffus,102.750358581543,0.221805036067963,2
1,Lon,diffus,7.923752784729,0.236415520310402,3
1,Lon,diffus,1.26789176464081,0.118020281195641,4
1,Lon,diffus,0.29235115647316,0.055745892226696,5
1,Lon,diffus,0.106714256107807,0.0481166951358318,6
1,Lon,diffus,0.0789675414562225,0.0483231320977211,7
1,Lon,diffus,0.0685115531086922,0.0485779158771038,8
1,Lon,diffus,0.0492236763238907,0.0487115904688835,9
1,Lon,diffus,0.0527160465717316,0.0483797490596771,10
1,Lon,diffus,0.0482051782310009,0.0484307371079922,11
1,Lon,diffus,0.0535908900201321,0.0486128479242325,12
1,Lon,diffus,0.0471689254045487,0.0484529547393322,13
1,Lon,diffus,0.0478498190641403,0.0485021248459816,14
1,Lon,diffus,0.0483049303293228,0.0485302917659283,15
1,Lon,diffus,0.047366913408041,0.0486169643700123,16
1,Lon,diffus,0.0457032099366188,0.0485199354588985,17
1,Lon,diffus,0.0467812232673168,0.0485333539545536,18
1,Lon,diffus,0.0453241318464279,0.0485644936561585,19
1,Lon,diffus,0.0461218170821667,0.0487383641302586,20
1,Lon,diffus,0.0453852936625481,0.0484967231750488,21
1,Lon,diffus,0.0452903807163239,0.0488845072686672,22
1,Lon,diffus,0.0458823144435883,0.0485087595880032,23
1,Lon,diffus,0.0452071540057659,0.0489332526922226,24
1,Lon,diffus,0.0459511578083038,0.0484792180359364,25
1,Lon,diffus,0.0452462323009968,0.0483977198600769,26
1,Lon,diffus,0.045293066650629,0.0484763570129871,27
1,Lon,diffus,0.0485381595790386,0.04835145175457,28
1,Lon,diffus,0.0452737398445606,0.0483966954052448,29
1,Lon,diffus,0.0451617725193501,0.0484317541122437,30
1,Lon,diffus,0.045255322009325,0.0488716922700405,31
1,Lon,diffus,0.0450973771512508,0.0487468764185906,32
1,Lon,diffus,0.0452975407242775,0.048649687319994,33
1,Lon,diffus,0.0456685572862625,0.0483864322304726,34
1,Lon,diffus,0.0451899766921997,0.0486134365200996,35
1,Lon,diffus,0.0451311767101288,0.0485509410500526,36
1,Lon,diffus,0.045231606811285,0.0484776645898819,37
1,Lon,diffus,0.0451715141534805,0.0485590733587742,38
1,Lon,diffus,0.0450970344245434,0.0483651161193848,39
1,Lon,diffus,0.0451474003493786,0.0483639165759087,40
1,Lon,diffus,0.0453017987310886,0.0485407002270222,41
1,Lon,diffus,0.0450927875936031,0.0483534745872021,42
1,Lon,diffus,0.0452360324561596,0.0488485097885132,43
1,Lon,diffus,0.0453882105648518,0.0485937371850014,44
1,Lon,diffus,0.0453495644032955,0.0483874417841435,45
1,Lon,diffus,0.0451953001320362,0.0484712980687618,46
1,Lon,diffus,0.0451138913631439,0.0483487285673618,47
1,Lon,diffus,0.0451323203742504,0.0484649799764156,48
1,Lon,diffus,0.0451893359422684,0.048563975840807,49
1,Lon,diffus,0.0451084226369858,0.0483221746981144,50
1,Lon,diffus,0.0450987331569195,0.0485983975231648,51
1,Lon,diffus,0.0450613982975483,0.0482721962034702,52
1,Lon,diffus,0.045161098241806,0.0487915240228176,53
1,Lon,diffus,0.0450590439140797,0.0485059916973114,54
1,Lon,diffus,0.0450400821864605,0.0487648509442806,55
1,Lon,diffus,0.0450636669993401,0.048364982008934,56
1,Lon,diffus,0.0451492443680763,0.048282403498888,57
1,Lon,diffus,0.0451044254004955,0.0483330748975277,58
1,Lon,diffus,0.0450654365122318,0.048531848937273,59
1,Lon,diffus,0.0450726710259914,0.0485659390687943,60
1,Lon,diffus,0.0451494678854942,0.0485654957592487,61
1,Lon,diffus,0.0450156703591347,0.0489475056529045,62
1,Lon,diffus,0.0455452427268028,0.048367477953434,63
1,Lon,diffus,0.0452974401414394,0.0483571849763393,64
1,Lon,diffus,0.0452392511069775,0.0483878441154957,65
1,Lon,diffus,0.0450694561004639,0.0484077595174313,66
1,Lon,diffus,0.0450625084340572,0.0486515425145626,67
1,Lon,diffus,0.045028317719698,0.0486809201538563,68
1,Lon,diffus,0.0451021753251553,0.0486561171710491,69
1,Lon,diffus,0.0452845469117165,0.0484780371189117,70
1,Lon,diffus,0.0451599881052971,0.0485811866819859,71
1,Lon,diffus,0.0451334677636623,0.0482929013669491,72
1,Lon,diffus,0.0450671128928661,0.0483616888523102,73
1,Lon,diffus,0.0450119189918041,0.0482910498976708,74
1,Lon,diffus,0.045076746493578,0.0483063794672489,75
1,Lon,diffus,0.0450487323105335,0.0486648678779602,76
1,Lon,diffus,0.0451738350093365,0.0486052632331848,77
1,Lon,diffus,0.0450789332389832,0.048484317958355,78
1,Lon,diffus,0.045189842581749,0.0486391708254814,79
1,Lon,diffus,0.0450945235788822,0.0483334101736546,80
1,Lon,diffus,0.0450646951794624,0.0486455783247948,81
1,Lon,diffus,0.0454297438263893,0.0481993407011032,82
1,Lon,diffus,0.0450083464384079,0.0485658645629883,83
1,Lon,diffus,0.0450859777629376,0.048526581376791,84
1,Lon,diffus,0.0450231656432152,0.0484772399067879,85
1,Lon,diffus,0.0450443737208843,0.0485461242496967,86
1,Lon,diffus,0.0450764521956444,0.0482338033616543,87
1,Lon,diffus,0.0455924347043037,0.0482555478811264,88
1,Lon,diffus,0.0450609624385834,0.0486498363316059,89
1,Lon,diffus,0.0450988486409187,0.0483134649693966,90
1,Lon,diffus,0.0450221076607704,0.0485767051577568,91
1,Lon,diffus,0.0449970252811909,0.0483782067894936,92
1,Lon,diffus,0.0450522340834141,0.0482681877911091,93
1,Lon,diffus,0.045071329921484,0.0485812313854694,94
1,Lon,diffus,0.0451654195785523,0.0486663356423378,95
1,Lon,diffus,0.0453034639358521,0.0484709963202477,96
